Ea,Eb,Ec,Cond.
3903010738.28647,3420487044.33877,525011648.354815,Normal
3903010731.9157,3420487010.18315,525011668.397292,Normal
3903010794.75911,3420487328.37378,525011481.841118,Normal
3903010788.56889,3420487299.12423,525011498.971562,Normal
3903010782.35107,3420487269.12658,525011516.546045,Normal
3903010776.11754,3420487238.70214,525011534.373849,Normal
3903010769.86259,3420487207.69656,525011552.546594,Normal
3903010763.58563,3420487176.09363,525011571.0739,Normal
3903010757.29358,3420487144.08053,525011589.844661,Normal
3903010750.97306,3420487111.29508,525011609.073853,Normal
3903010744.64392,3420487078.27489,525011628.44238,Normal
3903010738.27969,3420487044.30249,525011648.376103,Normal
3903010731.90864,3420487010.14452,525011668.419972,Normal
3903010794.75458,3420487328.35249,525011481.853588,Normal
3903010788.56409,3420487299.10109,525011498.985115,Normal
3903010782.34605,3420487269.10234,525011516.560243,Normal
3903010776.11225,3420487238.67596,525011534.389199,Normal
3903010769.85708,3420487207.66923,525011552.562612,Normal
3903010763.57985,3420487176.06423,525011571.091134,Normal
3903010757.28757,3420487144.04995,525011589.862587,Normal
3903010750.96679,3420487111.26236,525011609.093057,Normal
3903010744.63741,3420487078.24094,525011628.462297,Normal
3903010738.27291,3420487044.26625,525011648.397368,Normal
3903010731.90158,3420487010.10592,525011668.442627,Normal
3903010794.75004,3420487328.33122,525011481.866044,Normal
3903010788.5593,3420487299.07799,525011498.998653,Normal
3903010782.34103,3420487269.07813,525011516.574428,Normal
3903010776.10697,3420487238.64979,525011534.404532,Normal
3903010769.85157,3420487207.64193,525011552.578613,Normal
3903010763.57409,3420487176.03487,525011571.108349,Normal
3903010757.28157,3420487144.01943,525011589.880491,Normal
3903010750.96051,3420487111.22963,525011609.112243,Normal
3903010744.6309,3420487078.20702,525011628.482194,Normal
3903010738.26614,3420487044.23005,525011648.418611,Normal
3903010731.89453,3420487010.06736,525011668.465259,Normal
3903010794.74551,3420487328.30998,525011481.878485,Normal
3903010788.55452,3420487299.0549,525011499.012179,Normal
3903010782.33602,3420487269.05395,525011516.588597,Normal
3903010776.1017,3420487238.62366,525011534.41985,Normal
3903010769.84607,3420487207.61466,525011552.594598,Normal
3903010763.56831,3420487176.00555,525011571.125545,Normal
3903010757.27557,3420487143.98892,525011589.898378,Normal
3903010750.95425,3420487111.19696,525011609.131409,Normal
3903010744.6244,3420487078.17314,525011628.50207,Normal
3903010738.25937,3420487044.19388,525011648.439831,Normal
3903010731.88749,3420487010.02885,525011668.487868,Normal
3857347648.27245,3406334480.21462,518919904.585055,T1
3857347710.94354,3406334476.65703,518919933.938458,T1
3857347775.59483,3406334473.20214,518919964.045764,T1
3857347841.229,3406334469.79824,518919994.527266,T1
3857347908.42976,3406334466.47561,518920025.605182,T1
3857347977.03621,3406334463.22589,518920057.218255,T1
3857348046.7854,3406334460.03546,518920089.26638,T1
3857348118.37433,3406334456.94047,518920122.014902,T1
3857348190.67089,3406334453.8822,518920155.032822,T1
3857348265.2536,3406334450.94252,518920188.9211,T1
3857348340.29718,3406334448.02677,518920222.984824,T1
3857347648.32054,3406334480.21183,518919904.607616,T1
3857347710.9961,3406334476.65422,518919933.962934,T1
3857347775.64989,3406334473.19919,518919964.071407,T1
3857347841.28883,3406334469.79528,518919994.554937,T1
3857347908.49221,3406334466.47251,518920025.63406,T1
3857347977.10372,3406334463.2228,518920057.249273,T1
3857348046.85561,3406334460.03224,518920089.29864,T1
3857348118.4499,3406334456.93727,518920122.049417,T1
3857348190.74925,3406334453.87888,518920155.068617,T1
3857348265.33763,3406334450.93923,518920188.959261,T1
3857348340.38706,3406334448.02352,518920223.025425,T1
3857347648.36857,3406334480.20906,518919904.63015,T1
3857347711.0486,3406334476.65141,518919933.987384,T1
3857347775.70489,3406334473.19626,518919964.097022,T1
3857347841.34862,3406334469.79232,518919994.58258,T1
3857347908.55458,3406334466.46943,518920025.662904,T1
3857347977.17115,3406334463.21971,518920057.280258,T1
3857348046.92575,3406334460.02903,518920089.330867,T1
3857348118.52539,3406334456.93408,518920122.083895,T1
3857348190.82754,3406334453.87557,518920155.104371,T1
3857348265.42157,3406334450.93596,518920188.997379,T1
3857348340.47683,3406334448.02029,518920223.065981,T1
3857347648.41654,3406334480.20629,518919904.65266,T1
3857347711.10104,3406334476.64861,518919934.011807,T1
3857347775.75983,3406334473.19332,518919964.122608,T1
3857347841.4083,3406334469.78937,518919994.610191,T1
3857347908.61688,3406334466.46634,518920025.691718,T1
3857347977.2385,3406334463.21663,518920057.311207,T1
3857348046.9958,3406334460.02583,518920089.363054,T1
3857348118.60079,3406334456.93089,518920122.118331,T1
3857348190.90574,3406334453.87225,518920155.140087,T1
3857348265.50541,3406334450.93267,518920189.035455,T1
3857348340.56651,3406334448.01704,518920223.106491,T1
3857347648.46446,3406334480.20352,518919904.675146,T1
3857347711.15341,3406334476.6458,518919934.036202,T1
3857347775.81471,3406334473.19038,518919964.148167,T1
3857347841.46795,3406334469.78642,518919994.637772,T1
3857347908.67911,3406334466.46327,518920025.720499,T1
3857347977.30579,3406334463.21355,518920057.342122,T1
3857348047.06577,3406334460.02263,518920089.395207,T1
3857348118.6761,3406334456.9277,518920122.152733,T1
3857348190.98385,3406334453.86895,518920155.175763,T1
3857348265.58915,3406334450.9294,518920189.073487,T1
3857348340.65608,3406334448.0138,518920223.146957,T1
3857347648.51233,3406334480.20075,518919904.697605,T1
3857347711.20574,3406334476.64301,518919934.060569,T1
3857347775.86954,3406334473.18745,518919964.173697,T1
3857347841.52751,3406334469.78347,518919994.665322,T1
3857347908.74127,3406334466.4602,518920025.749247,T1
3857347977.37299,3406334463.21047,518920057.373003,T1
3857348047.13568,3406334460.01943,518920089.427327,T1
3857348118.75134,3406334456.92451,518920122.187092,T1
3857348191.06188,3406334453.86565,518920155.211398,T1
3857348265.67281,3406334450.92612,518920189.111479,T1
3857348340.74558,3406334448.01057,518920223.187378,T1
3857347648.56015,3406334480.19799,518919904.72004,T1
3857347711.25802,3406334476.64021,518919934.084912,T1
3857347775.92429,3406334473.18453,518919964.199198,T1
3857347841.58702,3406334469.78053,518919994.692841,T1
3857347908.80336,3406334466.45713,518920025.777964,T1
3857347977.44012,3406334463.2074,518920057.403851,T1
3857348047.20548,3406334460.01624,518920089.459408,T1
3857348118.82649,3406334456.92133,518920122.221418,T1
3857348191.13981,3406334453.86235,518920155.246994,T1
3857348265.75638,3406334450.92287,518920189.149429,T1
3857348340.83496,3406334448.00734,518920223.227755,T1
3857347648.60791,3406334480.19521,518919904.742451,T1
3857347711.31022,3406334476.63742,518919934.109226,T1
3857347775.97899,3406334473.1816,518919964.224671,T1
3857347841.64646,3406334469.77759,518919994.72033,T1
3857347908.86539,3406334466.45406,518920025.80665,T1
3857347977.50718,3406334463.20433,518920057.434663,T1
3857348047.27524,3406334460.01304,518920089.491456,T1
3857348118.90157,3406334456.91815,518920122.255703,T1
3857348191.21767,3406334453.85905,518920155.282552,T1
3857348265.83984,3406334450.91959,518920189.187336,T1
3857348340.92424,3406334448.00412,518920223.268085,T1
3857347648.65562,3406334480.19247,518919904.764835,T1
3857347711.36237,3406334476.63463,518919934.133511,T1
3857347776.03363,3406334473.17869,518919964.250117,T1
3857347841.70583,3406334469.77465,518919994.74779,T1
3857347908.92735,3406334466.45099,518920025.835304,T1
3857347977.57416,3406334463.20127,518920057.465442,T1
3857348047.3449,3406334460.00985,518920089.523466,T1
3857348118.97654,3406334456.91498,518920122.289949,T1
3857348191.29543,3406334453.85576,518920155.318069,T1
3857348265.92322,3406334450.91632,518920189.225201,T1
3857348341.01343,3406334448.00088,518920223.308373,T1
3857347648.70327,3406334480.18971,518919904.787196,T1
3857347711.41446,3406334476.63185,518919934.157774,T1
3857347776.0882,3406334473.17576,518919964.275534,T1
3857347841.76513,3406334469.77172,518919994.775217,T1
3857347908.98923,3406334466.44793,518920025.863926,T1
3857347977.64107,3406334463.19821,518920057.496187,T1
3857348047.41449,3406334460.00667,518920089.555442,T1
3857348119.05146,3406334456.91182,518920122.324159,T1
3857348191.37311,3406334453.85247,518920155.353548,T1
3857348266.00651,3406334450.91308,518920189.263024,T1
3857348341.10251,3406334447.99766,518920223.348614,T1
3857347648.75088,3406334480.18697,518919904.809533,T1
3857347711.4665,3406334476.62906,518919934.182007,T1
3857347776.14273,3406334473.17285,518919964.300923,T1
3857347841.82437,3406334469.76879,518919994.802615,T1
3857347909.05105,3406334466.44487,518920025.892517,T1
3857347977.70791,3406334463.19514,518920057.526898,T1
3857348047.48401,3406334460.00349,518920089.587383,T1
3857348119.12627,3406334456.90864,518920122.358332,T1
3857348191.45071,3406334453.84919,518920155.388987,T1
3857348266.0897,3406334450.90982,518920189.300806,T1
3857348341.1915,3406334447.99446,518920223.388812,T1
3857347648.79843,3406334480.18422,518919904.831844,T1
3857347711.51847,3406334476.62628,518919934.206213,T1
3857347776.19718,3406334473.16993,518919964.326283,T1
3857347841.88355,3406334469.76586,518919994.829983,T1
3857347909.1128,3406334466.44182,518920025.921076,T1
3857347977.77466,3406334463.1921,518920057.557575,T1
3857348047.55344,3406334460.00031,518920089.619289,T1
3857348119.20101,3406334456.90548,518920122.392467,T1
3857348191.52822,3406334453.84591,518920155.424388,T1
3857348266.17282,3406334450.90656,518920189.338547,T1
3857348341.28039,3406334447.99124,518920223.428967,T1
3857347648.84595,3406334480.18148,518919904.854131,T1
3857347711.5704,3406334476.62351,518919934.230394,T1
3857347776.25157,3406334473.16703,518919964.351618,T1
3857347841.94266,3406334469.76293,518919994.857321,T1
3857347909.17448,3406334466.43877,518920025.949603,T1
3857347977.84136,3406334463.18903,518920057.588219,T1
3857348047.62281,3406334459.99714,518920089.651161,T1
3857348119.27567,3406334456.90232,518920122.426564,T1
3857348191.60564,3406334453.84264,518920155.459749,T1
3857348266.25582,3406334450.90331,518920189.376246,T1
3857348341.36918,3406334447.98804,518920223.469077,T1
3857347648.89338,3406334480.17873,518919904.876392,T1
3857347711.62226,3406334476.62074,518919934.254549,T1
3857347776.30591,3406334473.16412,518919964.376923,T1
3857347842.00171,3406334469.76002,518919994.88463,T1
3857347909.23611,3406334466.43572,518920025.9781,T1
3857347977.90796,3406334463.18599,518920057.618827,T1
3857348047.69208,3406334459.99396,518920089.682995,T1
3857348119.35025,3406334456.89916,518920122.460626,T1
3857348191.68298,3406334453.83936,518920155.495074,T1
3857348266.33875,3406334450.90007,518920189.413903,T1
3857348341.45788,3406334447.98483,518920223.509143,T1
3857347648.94078,3406334480.17599,518919904.898631,T1
3857347711.67407,3406334476.61797,518919934.278677,T1
3857347776.36019,3406334473.16122,518919964.402199,T1
3857347842.06069,3406334469.7571,518919994.911908,T1
3857347909.29766,3406334466.43267,518920026.006566,T1
3857347977.97452,3406334463.18294,518920057.649405,T1
3857348047.7613,3406334459.99079,518920089.714797,T1
3857348119.42474,3406334456.89601,518920122.494646,T1
3857348191.76024,3406334453.83609,518920155.530356,T1
3857348266.42158,3406334450.89683,518920189.451519,T1
3857348341.54648,3406334447.98162,518920223.549164,T1
3857347648.98812,3406334480.17326,518919904.920845,T1
3857347711.72582,3406334476.61521,518919934.302777,T1
3857347776.41442,3406334473.15833,518919964.42745,T1
3857347842.1196,3406334469.75418,518919994.939155,T1
3857347909.35914,3406334466.42963,518920026.035,T1
3857347978.04098,3406334463.1799,518920057.679948,T1
3857348047.83043,3406334459.98763,518920089.746562,T1
3857348119.49914,3406334456.89287,518920122.52863,T1
3857348191.83742,3406334453.83282,518920155.565602,T1
3857348266.50431,3406334450.8936,518920189.489094,T1
3857348341.63497,3406334447.97843,518920223.589142,T1
3857347649.03541,3406334480.17052,518919904.943034,T1
3857347711.77752,3406334476.61244,518919934.326852,T1
3857347776.46857,3406334473.15543,518919964.452672,T1
3857347842.17846,3406334469.75128,518919994.966375,T1
3857347909.42055,3406334466.4266,518920026.063402,T1
3857347978.10738,3406334463.17686,518920057.710456,T1
3857348047.89948,3406334459.98448,518920089.778293,T1
3857348119.57347,3406334456.88972,518920122.562579,T1
3857348191.9145,3406334453.82956,518920155.600807,T1
3857348266.58696,3406334450.89035,518920189.526629,T1
3857348341.72338,3406334447.97524,518920223.629076,T1
3857347649.08265,3406334480.1678,518919904.965199,T1
3857347711.82915,3406334476.60967,518919934.3509,T1
3857347776.52267,3406334473.15253,518919964.477868,T1
3857347842.23724,3406334469.74836,518919994.993563,T1
3857347909.48189,3406334466.42355,518920026.091774,T1
3857347978.17371,3406334463.17383,518920057.740932,T1
3857348047.96846,3406334459.98132,518920089.809989,T1
3857348119.64772,3406334456.88657,518920122.59649,T1
3857348191.99151,3406334453.8263,518920155.635976,T1
3857348266.66953,3406334450.88713,518920189.564122,T1
3857348341.81169,3406334447.97204,518920223.668967,T1
3857347649.12984,3406334480.16506,518919904.987342,T1
3857347711.88073,3406334476.60692,518919934.374922,T1
3857347776.5767,3406334473.14965,518919964.503034,T1
3857347842.29597,3406334469.74545,518919995.020721,T1
3857347909.54318,3406334466.42053,518920026.120117,T1
3857347978.23995,3406334463.17079,518920057.771374,T1
3857348048.03737,3406334459.97816,518920089.841651,T1
3857348119.72188,3406334456.88343,518920122.630362,T1
3857348192.06841,3406334453.82304,518920155.671105,T1
3857348266.75199,3406334450.88391,518920189.601573,T1
3857348341.89991,3406334447.96886,518920223.708814,T1
3857347649.17698,3406334480.16233,518919905.009458,T1
3857347711.93226,3406334476.60416,518919934.398919,T1
3857347776.63069,3406334473.14677,518919964.528174,T1
3857347842.35463,3406334469.74255,518919995.04785,T1
3857347909.60438,3406334466.4175,518920026.148425,T1
3857347978.30615,3406334463.16778,518920057.801784,T1
3857348048.10619,3406334459.97501,518920089.873278,T1
3857348119.79598,3406334456.8803,518920122.6642,T1
3857348192.14524,3406334453.81979,518920155.706197,T1
3857348266.83436,3406334450.88067,518920189.638985,T1
3857348341.98801,3406334447.96567,518920223.748617,T1
3857347649.22407,3406334480.15962,518919905.03155,T1
3857347711.98373,3406334476.60141,518919934.422888,T1
3857347776.68461,3406334473.14388,518919964.553285,T1
3857347842.41323,3406334469.73966,518919995.074949,T1
3857347909.66554,3406334466.41448,518920026.176704,T1
3857347978.37224,3406334463.16473,518920057.83216,T1
3857348048.17496,3406334459.97186,518920089.904871,T1
3857348119.86998,3406334456.87717,518920122.698,T1
3857348192.222,3406334453.81655,518920155.741249,T1
3857348266.91665,3406334450.87747,518920189.676353,T1
3857348342.07602,3406334447.96249,518920223.788378,T1
3857347649.2711,3406334480.1569,518919905.053619,T1
3857347712.03514,3406334476.59867,518919934.446832,T1
3857347776.73848,3406334473.141,518919964.578372,T1
3857347842.47176,3406334469.73676,518919995.102019,T1
